train_condition,run_id,object_name,true_class_std,object_accuracy_percent,n_samples
clean_trained_xyz,8,065_a_cups,cylinder,0.0,20
clean_trained_xyz,8,077_rubiks_cube,box,95.0,20
clean_trained_xyz,9,001_chips_can,cylinder,100.0,20
clean_trained_xyz,9,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,9,003_cracker_box,box,100.0,20
clean_trained_xyz,9,004_sugar_box,box,100.0,20
clean_trained_xyz,9,005_tomato_soup_can,cylinder,85.0,20
clean_trained_xyz,9,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,9,008_pudding_box,box,100.0,20
clean_trained_xyz,9,009_gelatin_box,box,100.0,20
clean_trained_xyz,9,010_potted_meat_can,box,100.0,20
clean_trained_xyz,9,012_strawberry,sphere,95.0,20
clean_trained_xyz,9,014_lemon,sphere,100.0,20
clean_trained_xyz,9,015_peach,sphere,100.0,20
clean_trained_xyz,9,017_orange,sphere,100.0,20
clean_trained_xyz,9,018_plum,sphere,100.0,20
clean_trained_xyz,9,019_pitcher_base,cylinder,85.0,20
clean_trained_xyz,9,025_mug,cylinder,20.0,20
clean_trained_xyz,9,026_sponge,box,30.0,20
clean_trained_xyz,9,036_wood_block,box,100.0,20
clean_trained_xyz,9,040_large_marker,cylinder,0.0,20
clean_trained_xyz,9,054_softball,sphere,100.0,20
clean_trained_xyz,9,055_baseball,sphere,100.0,20
clean_trained_xyz,9,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,9,057_racquetball,sphere,100.0,20
clean_trained_xyz,9,058_golf_ball,sphere,100.0,20
clean_trained_xyz,9,061_foam_brick,box,100.0,20
clean_trained_xyz,9,063_a_marbles,sphere,0.0,20
clean_trained_xyz,9,065_a_cups,cylinder,0.0,20
clean_trained_xyz,9,077_rubiks_cube,box,100.0,20
error_trained_xyz,1,001_chips_can,cylinder,100.0,20
error_trained_xyz,1,002_master_chef_can,cylinder,80.0,20
error_trained_xyz,1,003_cracker_box,box,100.0,20
error_trained_xyz,1,004_sugar_box,box,100.0,20
error_trained_xyz,1,005_tomato_soup_can,cylinder,65.0,20
error_trained_xyz,1,007_tuna_fish_can,cylinder,100.0,20
error_trained_xyz,1,008_pudding_box,box,100.0,20
error_trained_xyz,1,009_gelatin_box,box,95.0,20
error_trained_xyz,1,010_potted_meat_can,box,90.0,20
error_trained_xyz,1,012_strawberry,sphere,100.0,20
error_trained_xyz,1,014_lemon,sphere,100.0,20
error_trained_xyz,1,015_peach,sphere,100.0,20
error_trained_xyz,1,017_orange,sphere,100.0,20
error_trained_xyz,1,018_plum,sphere,100.0,20
error_trained_xyz,1,019_pitcher_base,cylinder,95.0,20
error_trained_xyz,1,025_mug,cylinder,70.0,20
error_trained_xyz,1,026_sponge,box,35.0,20
error_trained_xyz,1,036_wood_block,box,100.0,20
error_trained_xyz,1,040_large_marker,cylinder,40.0,20
error_trained_xyz,1,054_softball,sphere,100.0,20
error_trained_xyz,1,055_baseball,sphere,100.0,20
error_trained_xyz,1,056_tennis_ball,sphere,100.0,20
error_trained_xyz,1,057_racquetball,sphere,100.0,20
error_trained_xyz,1,058_golf_ball,sphere,100.0,20
error_trained_xyz,1,061_foam_brick,box,100.0,20
error_trained_xyz,1,063_a_marbles,sphere,0.0,20
error_trained_xyz,1,065_a_cups,cylinder,65.0,20
error_trained_xyz,1,077_rubiks_cube,box,90.0,20
error_trained_xyz,2,001_chips_can,cylinder,100.0,20
error_trained_xyz,2,002_master_chef_can,cylinder,95.0,20
error_trained_xyz,2,003_cracker_box,box,90.0,20
error_trained_xyz,2,004_sugar_box,box,95.0,20
error_trained_xyz,2,005_tomato_soup_can,cylinder,80.0,20
error_trained_xyz,2,007_tuna_fish_can,cylinder,100.0,20
error_trained_xyz,2,008_pudding_box,box,90.0,20
error_trained_xyz,2,009_gelatin_box,box,100.0,20
error_trained_xyz,2,010_potted_meat_can,box,100.0,20
error_trained_xyz,2,012_strawberry,sphere,100.0,20
error_trained_xyz,2,014_lemon,sphere,100.0,20
error_trained_xyz,2,015_peach,sphere,100.0,20
error_trained_xyz,2,017_orange,sphere,100.0,20
error_trained_xyz,2,018_plum,sphere,100.0,20
error_trained_xyz,2,019_pitcher_base,cylinder,100.0,20
error_trained_xyz,2,025_mug,cylinder,100.0,20
error_trained_xyz,2,026_sponge,box,65.0,20
error_trained_xyz,2,036_wood_block,box,100.0,20
error_trained_xyz,2,040_large_marker,cylinder,25.0,20
error_trained_xyz,2,054_softball,sphere,100.0,20
error_trained_xyz,2,055_baseball,sphere,100.0,20
error_trained_xyz,2,056_tennis_ball,sphere,100.0,20
error_trained_xyz,2,057_racquetball,sphere,100.0,20
error_trained_xyz,2,058_golf_ball,sphere,100.0,20
error_trained_xyz,2,061_foam_brick,box,100.0,20
error_trained_xyz,2,063_a_marbles,sphere,0.0,20
error_trained_xyz,2,065_a_cups,cylinder,85.0,20
error_trained_xyz,2,077_rubiks_cube,box,95.0,20
error_trained_xyz,3,001_chips_can,cylinder,100.0,20
error_trained_xyz,3,002_master_chef_can,cylinder,100.0,20
error_trained_xyz,3,003_cracker_box,box,85.0,20
error_trained_xyz,3,004_sugar_box,box,100.0,20
error_trained_xyz,3,005_tomato_soup_can,cylinder,60.0,20
error_trained_xyz,3,007_tuna_fish_can,cylinder,100.0,20
error_trained_xyz,3,008_pudding_box,box,85.0,20
error_trained_xyz,3,009_gelatin_box,box,90.0,20
error_trained_xyz,3,010_potted_meat_can,box,100.0,20
