train_condition,run_id,object_name,true_class_std,object_accuracy_percent,n_samples
clean_trained_xyz,2,018_plum,sphere,100.0,20
clean_trained_xyz,2,019_pitcher_base,cylinder,90.0,20
clean_trained_xyz,2,025_mug,cylinder,70.0,20
clean_trained_xyz,2,026_sponge,box,0.0,20
clean_trained_xyz,2,036_wood_block,box,100.0,20
clean_trained_xyz,2,040_large_marker,cylinder,25.0,20
clean_trained_xyz,2,054_softball,sphere,100.0,20
clean_trained_xyz,2,055_baseball,sphere,100.0,20
clean_trained_xyz,2,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,2,057_racquetball,sphere,100.0,20
clean_trained_xyz,2,058_golf_ball,sphere,100.0,20
clean_trained_xyz,2,061_foam_brick,box,100.0,20
clean_trained_xyz,2,063_a_marbles,sphere,0.0,20
clean_trained_xyz,2,065_a_cups,cylinder,5.0,20
clean_trained_xyz,2,077_rubiks_cube,box,100.0,20
clean_trained_xyz,3,001_chips_can,cylinder,100.0,20
clean_trained_xyz,3,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,3,003_cracker_box,box,90.0,20
clean_trained_xyz,3,004_sugar_box,box,100.0,20
clean_trained_xyz,3,005_tomato_soup_can,cylinder,95.0,20
clean_trained_xyz,3,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,3,008_pudding_box,box,70.0,20
clean_trained_xyz,3,009_gelatin_box,box,90.0,20
clean_trained_xyz,3,010_potted_meat_can,box,95.0,20
clean_trained_xyz,3,012_strawberry,sphere,100.0,20
clean_trained_xyz,3,014_lemon,sphere,100.0,20
clean_trained_xyz,3,015_peach,sphere,100.0,20
clean_trained_xyz,3,017_orange,sphere,100.0,20
clean_trained_xyz,3,018_plum,sphere,100.0,20
clean_trained_xyz,3,019_pitcher_base,cylinder,75.0,20
clean_trained_xyz,3,025_mug,cylinder,45.0,20
clean_trained_xyz,3,026_sponge,box,15.0,20
clean_trained_xyz,3,036_wood_block,box,100.0,20
clean_trained_xyz,3,040_large_marker,cylinder,25.0,20
clean_trained_xyz,3,054_softball,sphere,100.0,20
clean_trained_xyz,3,055_baseball,sphere,100.0,20
clean_trained_xyz,3,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,3,057_racquetball,sphere,100.0,20
clean_trained_xyz,3,058_golf_ball,sphere,100.0,20
clean_trained_xyz,3,061_foam_brick,box,100.0,20
clean_trained_xyz,3,063_a_marbles,sphere,0.0,20
clean_trained_xyz,3,065_a_cups,cylinder,5.0,20
clean_trained_xyz,3,077_rubiks_cube,box,100.0,20
clean_trained_xyz,4,001_chips_can,cylinder,100.0,20
clean_trained_xyz,4,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,4,003_cracker_box,box,100.0,20
clean_trained_xyz,4,004_sugar_box,box,100.0,20
clean_trained_xyz,4,005_tomato_soup_can,cylinder,60.0,20
clean_trained_xyz,4,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,4,008_pudding_box,box,95.0,20
clean_trained_xyz,4,009_gelatin_box,box,90.0,20
clean_trained_xyz,4,010_potted_meat_can,box,100.0,20
clean_trained_xyz,4,012_strawberry,sphere,100.0,20
clean_trained_xyz,4,014_lemon,sphere,100.0,20
clean_trained_xyz,4,015_peach,sphere,100.0,20
clean_trained_xyz,4,017_orange,sphere,100.0,20
clean_trained_xyz,4,018_plum,sphere,100.0,20
clean_trained_xyz,4,019_pitcher_base,cylinder,70.0,20
clean_trained_xyz,4,025_mug,cylinder,10.0,20
clean_trained_xyz,4,026_sponge,box,35.0,20
clean_trained_xyz,4,036_wood_block,box,100.0,20
clean_trained_xyz,4,040_large_marker,cylinder,0.0,20
clean_trained_xyz,4,054_softball,sphere,100.0,20
clean_trained_xyz,4,055_baseball,sphere,100.0,20
clean_trained_xyz,4,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,4,057_racquetball,sphere,100.0,20
clean_trained_xyz,4,058_golf_ball,sphere,100.0,20
clean_trained_xyz,4,061_foam_brick,box,100.0,20
clean_trained_xyz,4,063_a_marbles,sphere,0.0,20
clean_trained_xyz,4,065_a_cups,cylinder,0.0,20
clean_trained_xyz,4,077_rubiks_cube,box,100.0,20
clean_trained_xyz,5,001_chips_can,cylinder,100.0,20
clean_trained_xyz,5,002_master_chef_can,cylinder,95.0,20
clean_trained_xyz,5,003_cracker_box,box,100.0,20
clean_trained_xyz,5,004_sugar_box,box,100.0,20
clean_trained_xyz,5,005_tomato_soup_can,cylinder,95.0,20
clean_trained_xyz,5,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,5,008_pudding_box,box,95.0,20
clean_trained_xyz,5,009_gelatin_box,box,100.0,20
clean_trained_xyz,5,010_potted_meat_can,box,100.0,20
clean_trained_xyz,5,012_strawberry,sphere,100.0,20
clean_trained_xyz,5,014_lemon,sphere,100.0,20
clean_trained_xyz,5,015_peach,sphere,100.0,20
clean_trained_xyz,5,017_orange,sphere,100.0,20
clean_trained_xyz,5,018_plum,sphere,100.0,20
clean_trained_xyz,5,019_pitcher_base,cylinder,95.0,20
clean_trained_xyz,5,025_mug,cylinder,35.0,20
clean_trained_xyz,5,026_sponge,box,25.0,20
clean_trained_xyz,5,036_wood_block,box,100.0,20
clean_trained_xyz,5,040_large_marker,cylinder,35.0,20
clean_trained_xyz,5,054_softball,sphere,100.0,20
clean_trained_xyz,5,055_baseball,sphere,100.0,20
clean_trained_xyz,5,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,5,057_racquetball,sphere,100.0,20
clean_trained_xyz,5,058_golf_ball,sphere,100.0,20
clean_trained_xyz,5,061_foam_brick,box,100.0,20
clean_trained_xyz,5,063_a_marbles,sphere,0.0,20
clean_trained_xyz,5,065_a_cups,cylinder,10.0,20
clean_trained_xyz,5,077_rubiks_cube,box,100.0,20
clean_trained_xyz,6,001_chips_can,cylinder,100.0,20
clean_trained_xyz,6,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,6,003_cracker_box,box,100.0,20
clean_trained_xyz,6,004_sugar_box,box,100.0,20
clean_trained_xyz,6,005_tomato_soup_can,cylinder,95.0,20
clean_trained_xyz,6,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,6,008_pudding_box,box,85.0,20
clean_trained_xyz,6,009_gelatin_box,box,80.0,20
clean_trained_xyz,6,010_potted_meat_can,box,95.0,20
clean_trained_xyz,6,012_strawberry,sphere,100.0,20
clean_trained_xyz,6,014_lemon,sphere,100.0,20
clean_trained_xyz,6,015_peach,sphere,100.0,20
clean_trained_xyz,6,017_orange,sphere,100.0,20
clean_trained_xyz,6,018_plum,sphere,100.0,20
clean_trained_xyz,6,019_pitcher_base,cylinder,85.0,20
clean_trained_xyz,6,025_mug,cylinder,75.0,20
clean_trained_xyz,6,026_sponge,box,20.0,20
clean_trained_xyz,6,036_wood_block,box,100.0,20
clean_trained_xyz,6,040_large_marker,cylinder,60.0,20
clean_trained_xyz,6,054_softball,sphere,100.0,20
clean_trained_xyz,6,055_baseball,sphere,100.0,20
clean_trained_xyz,6,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,6,057_racquetball,sphere,100.0,20
clean_trained_xyz,6,058_golf_ball,sphere,100.0,20
clean_trained_xyz,6,061_foam_brick,box,100.0,20
clean_trained_xyz,6,063_a_marbles,sphere,0.0,20
clean_trained_xyz,6,065_a_cups,cylinder,15.0,20
clean_trained_xyz,6,077_rubiks_cube,box,100.0,20
clean_trained_xyz,7,001_chips_can,cylinder,100.0,20
clean_trained_xyz,7,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,7,003_cracker_box,box,95.0,20
clean_trained_xyz,7,004_sugar_box,box,95.0,20
clean_trained_xyz,7,005_tomato_soup_can,cylinder,90.0,20
clean_trained_xyz,7,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,7,008_pudding_box,box,90.0,20
clean_trained_xyz,7,009_gelatin_box,box,70.0,20
clean_trained_xyz,7,010_potted_meat_can,box,65.0,20
clean_trained_xyz,7,012_strawberry,sphere,100.0,20
clean_trained_xyz,7,014_lemon,sphere,100.0,20
clean_trained_xyz,7,015_peach,sphere,100.0,20
clean_trained_xyz,7,017_orange,sphere,100.0,20
clean_trained_xyz,7,018_plum,sphere,100.0,20
clean_trained_xyz,7,019_pitcher_base,cylinder,100.0,20
clean_trained_xyz,7,025_mug,cylinder,70.0,20
clean_trained_xyz,7,026_sponge,box,55.00000000000001,20
clean_trained_xyz,7,036_wood_block,box,100.0,20
clean_trained_xyz,7,040_large_marker,cylinder,0.0,20
clean_trained_xyz,7,054_softball,sphere,100.0,20
clean_trained_xyz,7,055_baseball,sphere,100.0,20
clean_trained_xyz,7,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,7,057_racquetball,sphere,100.0,20
clean_trained_xyz,7,058_golf_ball,sphere,100.0,20
clean_trained_xyz,7,061_foam_brick,box,100.0,20
clean_trained_xyz,7,063_a_marbles,sphere,0.0,20
clean_trained_xyz,7,065_a_cups,cylinder,35.0,20
clean_trained_xyz,7,077_rubiks_cube,box,100.0,20
clean_trained_xyz,8,001_chips_can,cylinder,100.0,20
clean_trained_xyz,8,002_master_chef_can,cylinder,100.0,20
clean_trained_xyz,8,003_cracker_box,box,95.0,20
clean_trained_xyz,8,004_sugar_box,box,100.0,20
clean_trained_xyz,8,005_tomato_soup_can,cylinder,90.0,20
clean_trained_xyz,8,007_tuna_fish_can,cylinder,100.0,20
clean_trained_xyz,8,008_pudding_box,box,90.0,20
clean_trained_xyz,8,009_gelatin_box,box,95.0,20
clean_trained_xyz,8,010_potted_meat_can,box,100.0,20
clean_trained_xyz,8,012_strawberry,sphere,100.0,20
clean_trained_xyz,8,014_lemon,sphere,100.0,20
clean_trained_xyz,8,015_peach,sphere,100.0,20
clean_trained_xyz,8,017_orange,sphere,100.0,20
clean_trained_xyz,8,018_plum,sphere,100.0,20
clean_trained_xyz,8,019_pitcher_base,cylinder,80.0,20
clean_trained_xyz,8,025_mug,cylinder,10.0,20
clean_trained_xyz,8,026_sponge,box,20.0,20
clean_trained_xyz,8,036_wood_block,box,100.0,20
clean_trained_xyz,8,040_large_marker,cylinder,10.0,20
clean_trained_xyz,8,054_softball,sphere,100.0,20
clean_trained_xyz,8,055_baseball,sphere,100.0,20
clean_trained_xyz,8,056_tennis_ball,sphere,100.0,20
clean_trained_xyz,8,057_racquetball,sphere,100.0,20
clean_trained_xyz,8,058_golf_ball,sphere,100.0,20
clean_trained_xyz,8,061_foam_brick,box,100.0,20
clean_trained_xyz,8,063_a_marbles,sphere,0.0,20
